Date,Ticker,Timeframe,Action,Result,Reasoning,Confidence,Entry_Price,Entry_Signal_Volume,Exit_Price,Exit_Signal_Price,ADX,ROC_10,Market_Regime_Score,VWAP_Distance_Percent,Volume_Change_Percent,Market_Regime,Sub_Regime,profit_rate
2020-04-17,4661.T,1d,BUY,LOSS,"Price is recovering from a downtrend, ROC is positive and VWAP distance suggests potential upside. ADX is low, signalling a weak trend, so caution is advised.",65,2856.906494140625,6580500.0,2627.5449476288104,2627.5449476288104,15.200072459648903,8.342678309741892,50,3.549515298724146,57.4847433289458,Recovery,Downtrend,-8.028318287008128
2019-12-16,9432.T,1d,BUY,WIN,"Bullish regime confirmed by ADX, price above VWAP, suggesting buying pressure.",75,91.41124725341797,91550000.0,93.19496154785156,93.19496154785156,28.466607517488804,-0.21437146644157634,100,0.3580615716721945,-49.13606311461748,Bullish,Uptrend,1.9513072494116952
2017-03-24,6506.T,1d,BUY,LOSS,Strong bullish trend confirmed by ADX and ROC. Price is above VWAP.,75,2045.176513671875,1427800.0,1960.6965197175348,1960.6965197175348,33.669669777170995,5.364996587006687,100,3.740365969975903,-10.505202457064055,Bullish,Uptrend,-4.130694509231689
2019-02-13,5401.T,1d,BUY,LOSS,"Price is above VWAP and ROC is positive, indicating potential upside. Downtrending recovery.",60,282.7002868652344,10828500.0,268.6411889833509,268.6411889833509,18.260116664450077,3.66903656916604,50,2.4245287811485907,-30.7729190640583,Recovery,Downtrend,-4.973145955308339
2023-05-24,4483.T,1d,BUY,WIN,"The stock is in a bullish regime, and the ROC and VWAP Dist are positive, suggesting upward momentum.",75,5606.76904296875,317500.0,6288.157076257123,6288.157076257123,37.95078884213466,2.9090886278221095,100,4.560264735372957,0.6020278833966941,Bullish,Uptrend,12.15295347581469
2015-07-16,7532.T,1d,BUY,LOSS,Price is above VWAP and shows a possible upward trend based on recent price action.,60,250.62777709960938,14060000.0,242.6935577392578,242.6935577392578,22.820582076168403,-0.9225254626908264,0,3.4496136228560896,28.825361920469117,Unknown,Downtrend,-3.1657382322782963
2025-10-27,5032.T,1d,BUY,WIN,Strong bullish trend confirmed by ADX and ROC. VWAP suggests continued upward momentum.,75,6243.548828125,417500.0,6390.0,6390.0,44.630902231798345,6.081075924016588,100,5.487453540040476,-30.43985338220593,Bullish,Uptrend,2.345639890174139
2020-10-19,8035.T,1d,BUY,LOSS,Strong bullish momentum with high ROC and ADX. Price is significantly above VWAP.,70,8585.8232421875,1371000.0,8097.452510042117,8097.452510042117,49.472072767928054,7.115202520116037,70,4.96284867500854,-34.55534870399541,Bullish,Downtrend,-5.688106060065542
2021-06-04,9432.T,1d,BUY,LOSS,"Price above VWAP, ROC positive, and bullish regime suggest upward momentum.",70,100.85609436035156,73085000.0,99.76509094238281,99.76509094238281,10.632348833414781,0.6046058722378733,100,0.8033351997106289,-25.822739844205934,Bullish,Uptrend,-1.081742679892673
2017-06-28,4568.T,1d,BUY,WIN,Bullish regime confirmed by positive ROC and ADX above 25. Price above VWAP and recent positive price action.,75,758.8268432617188,5034300.0,782.3762842336891,782.3762842336891,32.42925675957818,5.523272443755545,100,3.2068810249616253,4.1392577882586545,Bullish,Uptrend,3.103401148903244
2023-07-06,7532.T,1d,BUY,WIN,"The price is currently above the VWAP and the ROC is positive, suggesting upward momentum. The uptrend is resuming after a pullback.",70,515.0198364257812,8806000.0,545.9600979926768,545.9600979926768,12.401000259765496,4.302567352537512,100,4.075629002989869,53.4413660916536,Bullish,Uptrend,6.007586383782767
2017-10-16,4543.T,1d,BUY,WIN,Bullish trend confirmed by ADX and ROC. Price is above VWAP.,75,1086.242919921875,3287600.0,1124.6631069013665,1124.6631069013665,29.535768601558278,5.304749996390634,100,3.4385680265258123,-66.10302305439848,Bullish,Uptrend,3.536979277365949
2019-07-30,7532.T,1d,BUY,LOSS,"Price is trending up recently. The ROC is positive, suggesting upward momentum. Buy with a tight stop loss.",65,340.7064514160156,7262000.0,326.20030190392947,326.20030190392947,14.999499934889641,3.3333265458067363,70,4.017194342081022,20.952698201199205,Bullish,Downtrend,-4.257667987147561
2019-10-25,9104.T,1d,BUY,LOSS,"Bullish regime, strong ADX, positive ROC, and price above VWAP suggest continued upward momentum.",75,655.8186645507812,1644900.0,614.9350570126081,614.9350570126081,36.9973234146171,11.495108400485044,100,6.897578933158195,-20.85739030023095,Bullish,Uptrend,-6.233980480896703
2017-12-05,9101.T,1d,BUY,WIN,Bullish regime confirmed by uptrend and positive ROC. ADX suggests strengthening trend.,75,533.5538330078125,9522900.0,539.440673828125,539.440673828125,23.229512044349345,6.963008407950322,100,2.3361540282806184,154.61618673297502,Bullish,Uptrend,1.1033264979330217
2018-01-02,4543.T,1d,BUY,WIN,"Price is in an uptrend, ROC is positive and price is above VWAP.",70,1243.41650390625,0.0,1285.8285382491842,1285.8285382491842,22.994944349025435,0.5649906045518849,100,1.3020910121829246,,Bullish,Uptrend,3.410927409254654
2021-06-17,9104.T,1d,BUY,LOSS,Strong bullish trend confirmed by ADX and ROC. Price is significantly above VWAP.,75,1166.4188232421875,5470800.0,1073.868451091996,1073.868451091996,43.86694348157512,12.157709749981338,100,9.328895771270904,13.925157743487215,Bullish,Uptrend,-7.934574640431283
2019-10-16,8031.T,1d,BUY,WIN,"Price bounced off VWAP during a downtrend, suggesting a potential reversal.  ADX confirms trend strength.",65,725.0764770507812,10643800.0,755.4237243557823,755.4237243557823,33.066102031161776,0.7295047202648064,70,0.7085241390714675,21.56284976815368,Bullish,Downtrend,4.18538571661257
2018-06-21,2222.T,1d,BUY,LOSS,"Price is above VWAP, ROC is positive and the regime is bullish, suggesting a continuation of the uptrend. ADX indicates trend strength.",75,1122.056640625,409000.0,1046.0784376810545,1046.0784376810545,22.484824168032247,1.8803425624171588,100,0.29200700809162494,7.068062827225141,Bullish,Uptrend,-6.7713340123030346
2021-05-24,3092.T,1d,BUY,LOSS,"The price is above VWAP and ROC is positive, confirming the bullish trend.",75,1123.0721435546875,2313900.0,1094.5830078125,1094.5830078125,17.367117162316315,4.172466319364987,100,4.6618804736312045,22.195817490494306,Bullish,Uptrend,-2.536714663050516
2016-03-11,6920.T,1d,BUY,LOSS,"The price is showing recovery from downtrend as supported by ROC and ADX, also the price is well above VWAP.",65,351.00103759765625,344800.0,322.73874022844825,322.73874022844825,29.62221232375445,6.245850060875013,50,10.44311587534869,65.76923076923077,Recovery,Downtrend,-8.051912770014193
2020-08-31,8766.T,1d,BUY,LOSS,"Price is above VWAP and ROC is positive, indicating bullish momentum. The ADX suggests the trend is reasonably strong but not overextended. The price is bouncing off the VWAP. Need to have a reasonable stop loss given recent volatility.",70,1333.1546630859375,6106200.0,1289.99951171875,1289.99951171875,22.480899178036502,1.790182094879622,100,1.9173931255101282,-45.84109414081209,Bullish,Uptrend,-3.237070128629602
2017-04-11,4661.T,1d,BUY,WIN,Bullish regime and positive ROC suggest upward momentum. VWAP distance confirms price is above average. ADX is low but given other indicators BUY signal,75,1269.7491455078125,4326500.0,1338.2523829826505,1338.2523829826505,15.714239135720254,2.4897685468735276,100,1.466508298451734,8.76068376068375,Bullish,Uptrend,5.395021348680759
2016-10-26,8031.T,1d,BUY,LOSS,"The price is above the VWAP, ROC is positive, and ADX is high, indicating a strong uptrend despite the 'downtrend' regime, which is incorrect. Image confirms a bull market.",70,518.618408203125,10913400.0,504.6725773118636,504.6725773118636,48.68945340066092,3.163861535558876,70,2.857937543458845,6.719993741565777,Bullish,Downtrend,-2.689035072931557
2024-11-14,6301.T,1d,BUY,WIN,"Bullish regime confirmed by ADX and ROC. Price is slightly above VWAP, indicating positive momentum. The chart shows a recent pullback, potentially offering a good entry point.",75,3947.427978515625,3202600.0,4079.808349609375,4079.808349609375,25.397531224071276,2.1598837517874614,100,0.7924121649739744,-1.120750872209697,Bullish,Uptrend,3.353585469177573
2025-08-04,4180.T,1d,BUY,LOSS,"Price is trending upwards, above VWAP, and ROC is positive, indicating a bullish momentum. Recent price action suggests a breakout from consolidation phase.",70,1634.0,686000.0,1515.4285714285713,1515.4285714285713,18.269705200579274,6.727629000653157,100,6.028906564063542,58.392980835834685,Bullish,Uptrend,-7.256513376464422
2024-12-17,4478.T,1d,BUY,LOSS,Strong bullish trend confirmed by ADX and ROC. VWAP indicates price above average. Buy the dip,75,3375.0,613600.0,3085.3571428571427,3085.3571428571427,48.21548236055298,10.655737704918034,100,13.778084402609522,90.20458772473651,Bullish,Uptrend,-8.582010582010588
2023-06-09,4385.T,1d,BUY,WIN,"Strong uptrend confirmed by ADX and ROC, price above VWAP.",75,2975.5,5644800.0,3234.892857142857,3234.892857142857,34.20331353110398,8.08209226298584,100,4.2780628815031445,-6.043709116330165,Bullish,Uptrend,8.717622488417303
2016-08-09,6301.T,1d,BUY,WIN,"Price is above VWAP and ROC is positive, indicating potential upward momentum in a recovery phase.",70,1566.4056396484375,6666000.0,1629.8990478515625,1629.8990478515625,39.16715157363677,5.902437341583688,50,7.378630755087991,25.21601923510406,Recovery,Downtrend,4.053446093144519
