Date,Ticker,Timeframe,Action,result,Reason,Confidence,stop_loss_price,target_price,Actual_High,Target_Diff,Target_Reach,Price,adx,prev_adx,ma_deviation,rs_rating,vol_ratio,expansion_rate,dist_to_res,days_to_earnings,margin_ratio,profit_rate
2025-06-18,6315.T,1d,BUY,WIN,雲の上、MACD好調。トレンドも強い。出来高も増加傾向。,75,2009.4285714285713,1850,2162.0,312.0,316.66666666666663,1706.0,35.47639461169381,37.028149492968154,9.084863675891341,1.0426596801879122,1.5035339539756347,-7.464957339744595,10.699565785195091,Above,17.785965499916255
2024-01-19,6301.T,1d,BUY,WIN,雲抜け+MACD好調。トレンドフォロー。,75,3892.789662441469,3850,4334.700056109982,484.70005610998214,313.9582489849712,3623.46044921875,36.16911777340222,40.20978674437321,5.066661251018245,1.114994389377221,0.9980338209701161,-1.2531322387885375,16.70820939638282,Above,7.4329281910828815
2025-02-13,5401.T,1d,BUY,LOSS,トレンド強。雲の上、MACD拡大。出来高も増加傾向。,85,585,620,622.6176786157662,2.617678615766181,112.74400773789148,599.4595336914062,28.786028040880062,30.697550514221795,7.035094241955275,1.0920019895967694,1.4545345555836946,-0.058930882434939276,3.7253121396566407,Above,-2.4120950420733194
2025-05-14,6758.T,1d,BUY,LOSS,トレンド強。雲の上、MACD拡大、出来高増。,75,3600,4000,4023.079703919533,23.07970391953313,110.34080121882977,3776.809326171875,43.706435581660116,40.667531264006534,9.178109879202822,2.3312638688238976,0.717003906466092,-2.7194224444615345,24.155271641050042,Above,-4.681446980832539
2022-07-12,8725.T,1d,BUY,LOSS,雲の上、MACD拡大、抵抗線も近い。出来高も伴う。,85,1200,1300,1253.935589072145,-46.06441092785508,28.71721579779729,1235.3779296875,35.94083582940528,35.633873968573035,4.205807794562344,0.944645138206687,1.2773174635854974,-0.6429369624980821,3.18712867085463,Above,-2.863733343240895
2022-11-10,7012.T,1d,BUY,WIN,雲抜け、MACD拡大、出来高急増。初動の可能性大,85,2980.7911464686667,2850,3089.901806791562,239.9018067915622,247.46947856675848,2687.321044921875,29.724220457202115,29.873465540238413,15.98733708220772,4.6944152055577275,1.5656699588761107,2.698106037760859,37.90119982730522,Above,10.920544908519608
2023-03-09,8053.T,1d,BUY,LOSS,雲上でMACD好調。抵抗線も突破可能性あり,75,2150,2350,2607.7151371755804,257.71513717558037,278.6139334058398,2205.7138671875,23.271528439784532,25.025318902360475,4.603309831765934,1.3240483272029708,1.2500958887936426,-0.10088781275222135,7.648262637325548,Above,-2.5258882403700262
2025-09-08,8002.T,1d,BUY,WIN,雲の上、MACD拡大、抵抗線も近い。出来高も増加。,75,3782.853344075219,3650,4355.0,705.0,556.0670909866228,3495.41748046875,22.378907090397238,19.41121258594629,7.435258611175466,1.0356067551894583,0.8731919778691403,1.08416722950963,8.702031002107702,Above,8.22321983604438
2023-05-12,6254.T,1d,BUY,WIN,雲の上、上昇トレンド。出来高増加、上ヒゲなし,75,1339.8018556842387,1080,1615.0483949242569,535.0483949242569,942.4452850302262,1016.4886474609375,27.362431841028375,25.74240858136715,6.5910599505143,1.1441620094946217,1.83311341882542,-10.85408725507203,13.052744209137291,Above,31.806868579486597
2024-11-15,9432.T,1d,BUY,LOSS,雲の上、MACD拡大、抵抗線直前。出来高も伴う,75,146,155,154.12472654897957,-0.8752734510204334,84.3983613154126,149.38986206054688,27.906195449544118,28.530288599392247,4.158248273545251,1.3263338542952128,1.619459442414502,-0.9425940570497966,0.6971013842451316,Above,-2.2691379547381754
