Date,Ticker,Timeframe,Action,result,Reason,Confidence,stop_loss_price,stop_loss_reason,Price,sma25_dev,trend_momentum,macd_power,entry_volatility,rsi_9,profit_loss,profit_rate
2025-12-15,1605.T,1d,HOLD,,SMA乖離やRSIは好適範囲だが、チャート下段のヒストグラムがマイナス圏で推移しており調整圧力が残存。禁止条件「MACDパワー≦0」に抵触するため、上昇トレンド復帰を待つ。,0,0,ATR_Trailing_Stop,3226.0,1.944079280008082,4.192188468691871,-52.430985302839304,2.052519705960499,59.24657534246575,0,0.0
2025-12-15,1802.T,1d,HOLD,,"SMA乖離率6.95%・RSI77.9と過熱感が著しく、BUY条件の上限(乖離4.7%, RSI65)を逸脱。MACDヒストグラムも陰転しており調整リスクが高い。",0,0,ATR_Trailing_Stop,3273.0,6.950298990295067,5.883287503819139,-8.236750394998332,1.7720745493431105,77.90697674418604,0,0.0
2025-12-15,1812.T,1d,HOLD,,禁止条件「MACDパワー<=0」に抵触（ヒストグラム陰転）。RSIが67.6で基準(65)を超え過熱感があるため、調整リスクが高く様子見推奨。,0,0,ATR_Trailing_Stop,5869.0,3.7138353443461947,4.851252342818217,-32.89470716870241,2.1712143709076748,67.55102040816325,0,0.0
2025-12-15,1928.T,1d,BUY,,SMA乖離2.67%、Vol1.62%でゴールデンゾーンに完全に合致。RSI59と過熱感もなく、類似事例の勝率も極めて高い（12勝3敗）。統計的優位性が確認できるため推奨。,84,3402.035714285714,ATR_Trailing_Stop,3487.0,2.669948650303855,1.631201605965016,14.758469890013965,1.6244008357573028,59.047619047619044,0,0.0
2025-12-15,2768.T,1d,HOLD,,SMA25乖離率が9.83%と過大で、BUY条件の上限(+4.7%)を大幅に超えている。RSIも86.0と極めて過熱しており、高値掴みのリスクが高いため様子見推奨。,0,0,ATR_Trailing_Stop,5013.0,9.831123419246858,5.920606423299407,60.66708434372995,1.839503006468895,86.00337268128162,0,0.0
2025-12-15,2801.T,1d,HOLD,,MACDヒストグラムがマイナス圏（調整示唆）に見え、禁止条件「MACDパワー<=0」に抵触する可能性が高い。類似事例の勝率が低く（約27%）、同業種（2802.T）の敗北例もありリスクが高い。,0,0,ATR_Trailing_Stop,1451.0,3.5082963575922665,4.452101998621634,-2.400874336224113,2.1413803288372555,60.94276094276094,0,0.0
2025-12-15,3092.T,1d,BUY,,SMA25乖離+1.6%等の条件がゴールデンゾーンに合致。類似事例の勝率が80%と高い。ただしVolが2.05%と推奨値(2.0%)を僅かに超過し、週足は下降トレンドのため、資金管理を厳格に行う慎重なBUY。,75,1284.1785714285713,ATR_Trailing_Stop,1325.0,1.6026378345219028,0.5494339622641318,13.484580316251158,2.0539083557951483,55.55555555555556,0,0.0
2025-12-15,3382.T,1d,HOLD,,SMA25乖離率が5.42%に達しており、BUY条件の上限(+4.7%)を超過。トレンドは強いが短期的な過熱感があり、平均回帰による一時的な調整リスクが高いため様子見とする。,0,0,ATR_Trailing_Stop,2212.5,5.419390497245979,3.2054237288135625,11.773209208182202,1.5738498789346245,60.950764006791175,0,0.0
2025-12-15,4503.T,1d,HOLD,,SMA乖離率(7.69%)が規定の上限(+4.7%)を大幅に超過し、RSI(81.3)も深刻な過熱水準。典型的な高値圏であり調整リスクが高いため静観。,0,0,ATR_Trailing_Stop,2110.0,7.691522482519275,6.817061611374392,1.753524063363497,1.8584969532836833,81.33333333333333,0,0.0
2025-12-15,5020.T,1d,HOLD,,SMA25乖離率(6.69%)が上限4.7%を超過、RSI(79.7)も過熱水準にある。上昇トレンド継続中だが、短期的な調整リスクが高く、BUY条件のゴールデン・ゾーンを逸脱しているため様子見。,0,0,ATR_Trailing_Stop,1115.5,6.688421937077305,4.256387708006511,31.661211879706485,2.026637638470897,79.66101694915254,0,0.0
2025-12-15,5411.T,1d,HOLD,,SMA乖離率(5.96%)がエントリー推奨範囲の上限(4.7%)を大幅に超過し、RSI(70.4)も過熱圏にある。トレンドは強いが短期的な過熱感が著しく、調整リスクが高いため様子見。,0,0,ATR_Trailing_Stop,1990.5,5.959947618895534,3.9809093192665053,38.386271757213045,2.0382531309434095,70.4225352112676,0,0.0
2025-12-15,6383.T,1d,BUY,,SMA乖離1.21%・RSI59と過熱感のない好機。週足上昇トレンド継続。Vol2.24%とやや高めのため自信度は慎重圏内だが、統計的優位性あり。,75,4892.964285714285,ATR_Trailing_Stop,5063.0,1.2146558341862956,0.573572980446357,4.1259070879470245,2.238932310036399,59.707724425887264,0,0.0
2025-12-15,6471.T,1d,HOLD,,SMA乖離率や過去事例の勝率は良好だが、RSIが68.5と基準値(65)を超過しており過熱感がある。高値掴みリスク回避のルールに基づき、エントリー条件不成立と判断。,75,0,ATR_Trailing_Stop,955.0999755859375,3.4101169544308974,4.421735238930506,-12.433964909476327,1.8382526597541873,68.52584506819636,0,0.0
