Date,Ticker,Timeframe,Action,result,Reason,Confidence,stop_loss_price,target_price,Actual_High,Target_Diff,Target_Reach,Price,adx,prev_adx,ma_deviation,rs_rating,vol_ratio,expansion_rate,dist_to_res,macd_hist,price_vs_cloud,days_to_earnings,margin_ratio,profit_rate,Strategy_Mode,Weekly_Trend
2025-04-16,7011.T,1d,BUY,WIN,週足上昇トレンド継続。雲の上抜け。ADXも強い。短期のRSIとMACDは無視。,75,3371.483157228564,2750,3708.4321086175555,958.4321086175555,594.1055685485098,2556.02685546875,45.9372519143854,42.23470154992416,0.17131111092503204,35.93830720321544,1.121123208317367,0.9274047812248527,-12.141072979943038,-3.8259426996958883,Above,999,1.0,31.90327597752361,HOMERUN,Strong Uptrend
2025-08-20,7974.T,1d,BUY,LOSS,週足上昇トレンド継続。雲の上抜けで強気継続。,85,13400,14500,14630.0,130.0,117.93970953087498,13775.3505859375,33.566561293139515,33.85427375590431,3.2144325273176344,1.230167541371352,0.8859849010244318,1.1806478629635713,-6.590067010159406,48.831357026573755,Above,999,1.0,-3.0390681451864143,HOMERUN,Strong Uptrend
2024-10-03,2768.T,1d,BUY,LOSS,週足上昇トレンド継続。雲も上抜け。短期過熱も無視して買い。,75,3200,3800,3368.4585637936643,-431.5414362063357,13.619419636299574,3300.41845703125,41.32977748641567,42.69363836564126,4.837193083453983,-4.737351460682948,1.317297265864179,1.0524334152401806,-12.551090488931854,33.12916716760817,Above,999,1.0,-3.5423904328444813,HOMERUN,Uptrend
2025-06-27,8031.T,1d,BUY,WIN,雲の上、週足上昇トレンド。短期的な調整は無視して買い。,75,3172.46371257967,3000,3778.7404428066625,778.7404428066625,846.309854196217,2895.654541015625,43.597149279143544,40.46826992792655,-0.32974861975798575,-8.705612571026311,1.2821973809449954,1.0797713618069547,-3.5139595784183917,-10.22267734467021,Above,999,1.0,9.5594680802965,HOMERUN,Uptrend
2024-09-19,6203.T,1d,BUY,WIN,トレンド強し。雲も上抜け。週足もレンジで悪くない。,75,898.6709124441682,0,1288.076230453633,0,0,817.3572387695312,43.46597416763186,43.1764726673447,2.641474852321646,4.3709478296138915,0.9013002364066194,0.7925638763707727,-13.989635022362702,5.094058112124154,Above,999,1.0,9.948364046674183,HOMERUN,Neutral/Range
2024-12-05,7532.T,1d,BUY,WIN,週足上昇、雲上抜け。RSレーティング以外は強気。,75,812.078426757585,850,878.5317800098219,28.531780009821887,134.25241900291346,766.701416015625,34.40260206030856,33.15724200333646,2.9581137962372273,-0.49834699496309476,0.8416583547007431,1.232233808465541,-2.4008100946539326,3.781739453252656,Above,999,1.0,5.9184722753968755,HOMERUN,Strong Uptrend
2024-10-07,6501.T,1d,BUY,WIN,週足上昇トレンド継続。直近高値を目指す。雲の上限がサポートライン。,65,3750,4000,4098.5205078125,98.5205078125,169.55787296388866,3858.36181640625,24.244225457034272,25.614799278762373,8.494655240585436,7.770552657124307,0.9213256071260187,1.083477863266809,-3.1265444584624,13.050746040667676,Above,999,1.0,6.0,GUERRILLA,Strong Uptrend
2025-02-10,7532.T,1d,BUY,LOSS,週足上昇トレンド、雲の上抜け。直近高値更新期待。RSも強い。,85,830,950,909.1689283755289,-40.831071624471065,55.30874286215004,858.637451171875,35.81864588448908,36.73229139120482,2.209002272773275,18.180563837203668,0.9393007427803746,1.1292155577130207,-2.2644973455285213,1.054184054849209,Above,999,1.0,-5.143656205005929,HOMERUN,Strong Uptrend
2025-02-25,7735.T,1d,BUY,LOSS,週足は上昇トレンド。押し目買いチャンス。RS Ratingが低いのが少し気になる。,65,10400,11000,11381.959201095231,381.95920109523104,218.0216842147955,10676.365234375,21.07114265430247,17.78155447683961,2.0427135648092287,21.108520546727227,1.5733005343199757,1.0628701887262832,-7.347973983563355,75.89660048401305,Above,999,1.0,-2.588570438609377,GUERRILLA,Strong Uptrend
2024-10-15,6501.T,1d,BUY,LOSS,週足上昇トレンド、RSIも過熱感なし。直上抵抗線も弱いため押し目買い。,70,3900,4150,4098.5205078125,-51.4794921875,64.344475050771,4005.619873046875,21.661402312429384,20.477819343303217,9.692616066179571,9.914649183863244,1.0692272073510127,0.7126436882164144,0.5707233152467717,10.588145697767061,Above,999,1.0,-2.71404275938612,GUERRILLA,Strong Uptrend
2025-07-04,5713.T,1d,BUY,LOSS,週足上昇トレンド継続。ADX強く、雲も上抜け。RS Ratingはやや懸念もトレンドフォロー優先。,80,3400,4000,4993.0,993.0,328.1272137127781,3564.716552734375,48.37629983206021,44.24186207679598,5.818095716288663,18.365232922296038,0.9795282292638048,1.716919681306062,-3.9330303037830165,21.862787359110428,Above,999,1.0,-4.620747548862656,HOMERUN,Uptrend
2024-09-30,6203.T,1d,BUY,WIN,トレンド強気、雲も突破。週足も上昇トレンド継続。高値更新狙い。,75,1152.8817114046324,0,1288.076230453633,0,0,856.7479248046875,39.67390813124994,40.97259843639834,6.429829418426558,4.241448423043536,2.4056532852202674,1.8837160680274698,-9.844559745726384,10.705229104824024,Above,999,1.0,31.954021134433518,HOMERUN,Strong Uptrend
2024-10-22,4483.T,1d,BUY,LOSS,RSIが低く、反発の可能性。週足上昇トレンドもサポート。,65,4200,4500,4672.849021703457,172.84902170345686,200.36540247364084,4327.7802734375,29.282585312705898,31.92817176249292,-6.658313155923445,29.372423713078433,1.5228795711277043,1.6042538510594029,-10.819665622480072,-53.22072984379487,Above,999,1.0,-2.95255917269584,GUERRILLA,Strong Uptrend
2025-02-12,8316.T,1d,BUY,WIN,RSIが売られすぎ。週足レンジ内。直近安値付近で反発期待。,65,3550,3680,4001.956215043367,321.95621504336714,532.8936739468053,3605.626953125,27.28429534998138,26.256664916645686,-1.8152372071565503,5.004940988941775,0.8395346661260643,1.0206010497774698,-5.040732506820681,-16.840025205059966,Above,999,1.0,6.000000000000005,GUERRILLA,Neutral/Range
2024-11-14,7751.T,1d,BUY,LOSS,週足上昇トレンド継続。雲の上抜け。ADXも強い。高値更新狙い。,75,4750,5200,5128.890990572321,-71.10900942767876,76.48742422891974,4897.5703125,38.531047615299734,39.7271058360294,0.7023368291718679,6.104269115630401,0.865292580881671,0.915179167959391,-1.7822557447823473,-6.613278794048497,Above,999,1.0,-3.096650682975774,HOMERUN,Strong Uptrend
